"website","url","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/azure-developer-remote-at-toptal-2551046351,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Azure Developers in our elite network share: English language proficiency At least 3 years of professional experience Proficiency in Azure is required Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobAzure","Granada, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:37:29,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/senior-aws-developer-%E2%80%93-remote-full-time-at-toptal-2551046755,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. AWS Developers in our elite network share: English language proficiency At least 3 years of professional experience with AWS Project management skills A keen attention to detail Through understanding of software security is a strong advantage Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsAWS","Barcelona, Cataluña, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:39:18,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/senior-aws-developer-%E2%80%93-remote-full-time-at-toptal-2551053191,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. AWS Developers in our elite network share: English language proficiency At least 3 years of professional experience with AWS Project management skills A keen attention to detail Through understanding of software security is a strong advantage Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsAWS","Granada, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:40:09,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/swift-developer-%E2%80%93-remote-full-time-at-toptal-2551050727,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Developers in our elite network share: English language proficiency At least 3 years of professional experience Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsSwift","Málaga, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:41:59,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/data-engineer-%E2%80%93-remote-full-time-at-toptal-2551034798,"Design your lifestyle as a top freelance data engineer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's data engineers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other data engineers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance data engineer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Data Engineers in our elite network share: At least 3 years of professional experience in Data Engineering Project management skills A keen attention to detail Experience with cloud technologies (AWS / Azure) is a strong advantage Professional experience with Business Intelligence and Data Engineering is required Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.#RemoteJobsDataEngineering","Granada, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet",Tecnología de la información,2021-05-15 08:26:23,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/swift-developer-%E2%80%93-remote-full-time-at-toptal-2551052750,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Developers in our elite network share: English language proficiency At least 3 years of professional experience Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsSwift","Alicante/Alacant, Comunidad Valenciana / Comunitat Valenciana, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:43:51,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/paid-media-specialist-at-accom-2549386659,"En Accom buscamos un especialista PPC con experiencia de al menos 3 años en campañas enfocadas a Lead Generation. Las funciones del puesto son:Planificación, puesta en marcha y optimización de campañas PPC en plataformas como Facebook, Instagram, Twitter, Tik Tok, Google Ads y Bing Ads. Experiencia en diferentes tipos de campañas en Facebook y Google (search, display, gmail ads, youtube) y formatos de anuncios con el objetivo de captación de leads. Capacidad de análisis y conocimiento de los principales indicadores de rendimiento de una campaña: CPC, CTR, CPL, % de Conversión, CPA, etc. Toma de decisiones en la optimización de campañas en base a los principales KPIs. Monitorización, trackeo y medición de las campañas Google Analytics: Conocimiento, generación e implementación de píxeles para los distintos tipos de conversión y creación de eventos y objetivos en Google Analytics. Generación de audiencias y clusters (a través de bases de datos de ventas y cookies) en las distintas plataformas para llevar a cabo acciones de prospecting, lookalikes y remarketing. Capacidad de análisis sobre el comportamiento y usabilidad de una web. Mejoras en el CRO de landing. Uso de herramientas como Google Optimize y Data Studio. Elaboración y seguimiento de informes relativos a la campaña e interpretación. Control de las campañas y su rendimiento: propuestas de mejora y análisis de cambios en la cuenta (estacionalidades, competencia, producto, etc). Interlocución directa con cliente y con el resto de las disciplinas como desarrollo web, diseño, afiliación, SEO y analítica. Requisitos: Experiencia de al menos 3 años en gestión de campañas PPC. Fuerte orientación a resultados: CPC, CPL, CPA, etc. Valorable experiencia en plataformas de compra programática (DSP, SSP) es un plus. Persona analítica con gran capacidad matemática y para trabajar con grandes volúmenes de datos. Capacidad de trabajo en equipo. Persona apasionada del mundo digital, responsable, constante y proactiva. Valorable alguna certificación digital (adwords, Facebook, analytics, etc.) Se tendrá muy en cuenta la proactividad y constante innovación en el modelo de negocio de la compañía. Uso de herramientas en el día a día como Google Optimize, Data Studio, Semrush, Doubleclick, Google Marketing Platform. ¿Qué ofrecemos? Accom es una empresa de carácter joven en constante crecimiento. Cuidamos mucho nuestra política de Talento y Cultura, buscando siempre la máxima vinculación de las personas con la empresa. Simplemente tratamos a las personas como nos gustaría que nos tratasen. Tenemos implantado el teletrabajo en un modelo mixto. Disponemos de dos oficinas en pleno centro de Madrid donde encontrarás un lugar cómodo y agradable para trabajar Si crees que eres el perfil que buscamos, estaremos encantados de conocerte. ","Madrid, Comunidad de Madrid, España",ACCOM,,Jornada completa,,,2021-05-15 08:43:42,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/blockchain-developer-%E2%80%93-remote-at-toptal-2551065572,"Toptal is building the greatest talent network in the world and you can be part of it!Apply now and join a global community of experts like you!By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies.Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career.Requirements English language proficiency 3+ years of professional experience Project management skills A keen attention to detail Experience with system architecture or leading a software team is a strong advantage Full-time availability is a strong advantageIf you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form.Join our community and have the work/life you have always dreamed of!","Alicante/Alacant, Comunidad Valenciana / Comunitat Valenciana, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:53:42,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/especialista-en-distribuci%C3%B3n-at-velet-coop-v-2544721286,Buscamos distribuidores de nuestra gama de productos cosméticos veganos para profesionales.,"Orihuela, Comunidad Valenciana / Comunitat Valenciana, España",Velet.Coop.V,,Jornada completa,,,2021-05-15 08:53:00,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/blockchain-developer-%E2%80%93-remote-at-toptal-2551069203,"Toptal is building the greatest talent network in the world and you can be part of it!Apply now and join a global community of experts like you!By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies.Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career.Requirements English language proficiency 3+ years of professional experience Project management skills A keen attention to detail Experience with system architecture or leading a software team is a strong advantage Full-time availability is a strong advantageIf you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form.Join our community and have the work/life you have always dreamed of!","Málaga, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:53:49,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/blockchain-developer-%E2%80%93-remote-at-toptal-2551041095,"Toptal is building the greatest talent network in the world and you can be part of it!Apply now and join a global community of experts like you!By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies.Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career.Requirements English language proficiency 3+ years of professional experience Project management skills A keen attention to detail Experience with system architecture or leading a software team is a strong advantage Full-time availability is a strong advantageIf you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form.Join our community and have the work/life you have always dreamed of!","Barcelona, Cataluña, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:28:55,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-para-oficina-t%C3%A9cnica-de-empresa-de-instalaciones-at-objetivo-personal-ett-2544713780,"Perfil Ingeniero TécnicoExperiencia en estudio y preparación de ofertas y documentación técnica; estudio de costos, preparación de memorias, planificaciones, etc.Experiencia en control de producción de obras; presupuestos, proveedores, costos, etc.Software indispensable presto y AutoCAD , Excel, Word, valorable experiencia en ERPDisponibilidad geográfica de forma puntual para visitas","Dos Hermanas, Andalucía, España",OBJETIVO PERSONAL ETT,,Jornada completa,,,2021-05-15 08:15:48,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/ingeniero-de-planificaci%C3%B3n-de-producci%C3%B3n-at-natural-crunch-2544713864,+ Ingeniería Industrial+ Master en Organización Industrial.+ 2 años de experiencia con equipos humanos+ Con ganas de afrontar retos con proyección.Se valorará + Master en Digitalización Industrial 4.0+ Master en Cadena de Suministro,"Benahadux, Andalucía, España",NATURAL CRUNCH,,Jornada completa,,,2021-05-15 08:10:58,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/azure-developer-remote-at-toptal-2551077247,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Azure Developers in our elite network share: English language proficiency At least 3 years of professional experience Proficiency in Azure is required Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobAzure","Alicante/Alacant, Comunidad Valenciana / Comunitat Valenciana, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 09:02:09,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/azure-developer-remote-at-toptal-2551072485,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Azure Developers in our elite network share: English language proficiency At least 3 years of professional experience Proficiency in Azure is required Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobAzure","Málaga, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 09:01:19,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/pr%C3%A1cticas-en-dise%C3%B1o-digital-at-ewanna-2537824193,"Únete y se parte del lanzamiento de una Startup de impacto positivo!! 💚🚀Ewanna es una aplicación que fomenta la economía colaborativa proponiendo el alquiler en lugar de la adquisición de bienes e impulsando así el mercado de segunda mano y la vida de los productos. Nuestra misión es transformar los hábitos de consumo y el estilo de vida hacia una realidad sostenible y un planeta mas sano.A través de Ewanna se pueden alquilar una gran cantidad de objetos de forma rápida y flexible de la misma manera que los propietarios pueden sacar rentabilidad optimizando su uso. Como parte del Equipo de Diseño Digital, tus responsabilidades estarán centradas en ayudar a Ewanna para el lanzamiento de la APP a mediados de Junio.Responsabilidades Apoyo al Departamento de UX/UIAportación de ideas al equipoSoporte en el desarrollo de conceptos gráficos y webApoyo en la creación y diseño de campañasCualificaciónEstudios en Diseño Gráfico y Desarrollo WebBuenos conocimientos en Adobe PhotoshopSe valorará conocimientos en Adobe Illustrator, Adobe InDesign, After Effects, HTML5, CSS3 Apoyo en la creación y diseño de campañasCompetencias PersonalesResponsabilidadAtención al detalleProactividadCapacidad de organizaciónEscucha activaCreatividadColaboraciónTrabajo en equipoMotivación","Madrid, Comunidad de Madrid, España",Ewanna,,Media jornada,,,2021-05-15 08:46:32,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/swift-developer-%E2%80%93-remote-full-time-at-toptal-2551061510,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Developers in our elite network share: English language proficiency At least 3 years of professional experience Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsSwift","Barcelona, Cataluña, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:48:22,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/director-%C3%A1rea-de-comunicaci%C3%B3n-agencia-creativa-at-hiring-executive-search-2544715766,"En HIRING Executive Search buscamos a un Responsable del departamento de Comunicación y Marketing para una importante agencia creativa y tecnologica ubicada en Palma de Mallorca y Barcelona.    Sus funciones principales serán:  Esta figura será responsable de la gestión, coordinación y crecimiento del área.  El departamento de comunicación se encarga del desarrollo y ejecución de proyectos creativos para otros clientes (así como para nuestra propia marca), desde la estrategia hasta la implementación final y el seguimiento.  Estos proyectos pueden ser tanto de branding, creatividad publicitaria, marketing digital, webs, conceptualización de eventos,etc.  Buscamos a una persona con experiencia en departamentos de cuentas de agencias creativas (o similar), con pasión por la comunicación, la creatividad y la estrategia de negocio, así como con capacidad para gestionar y liderar un equipo.    Requisitos: Disponer mínimo de 8 años de experiencia en una posición similar.  Experiencia en departamentos de cuentas/servicio a cliente de agencia creativa o similar. Licenciatura o Grado en Dirección de Empresas, Publicidad, Marketing. Experiencia en gestión y liderazgo de equipos. Se valorará altos conocimientos de marketing digital. Se requiere un nivel de inglés avanzado. Soft skills: Liderazgo. Estilo de dirección afín a la cultura de la empresa. Gran capacidad de aprendizaje. Iniciativa. Trabajo en equipo. Residir en Palma o Barcelona",Palma de Mallorca y alrededores,HIRING. Executive Search,,Jornada completa,,,2021-05-15 08:28:03,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/swift-developer-%E2%80%93-remote-full-time-at-toptal-2551060643,"Design your lifestyle as a top freelance developer, with the freedom to work however, wherever, on your terms.Freelance work is defining the careers of today's developers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.As a freelance developer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.That's why the world's top 3% of developers choose Toptal. Developers in our elite network share: English language proficiency At least 3 years of professional experience Project management skills A keen attention to detail Full-time availability is a strong advantageIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.____For expert insights on remote work and updates on new job postings, follow us on LinkedIn: https://topt.al/nbcaxqYou can find us on the other social platforms at @Toptal.#RemoteJobsSwift","Granada, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:48:14,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/analista-de-mercado-trader-sector-agroalimentario-at-hiring-executive-search-2544717617,"En HIRING Executive Search buscamos a un Analista de Mercado para un grupo de cooperativas lider en el sector, ubicada en Lleida.    Sus funciones principales serán:  Apoyar el crecimiento y la gestión del equipo de contratación gestionando las operaciones con clientes, brokers, etc. Realizar análisis de mercado, que proporcionen oportunidades de negocio. Realizar y analizar Informes. Ejecución de operaciones dentro del área. Derivados Financieros: Análisis, modelización, negociación, seguimiento y control, explicación interna y auditoría. Análisis, modelización, control y seguimiento de los mercados financieros, explicación interna (tipo de interés, divisas, mercado de capitales, mercado de futuros).  Requisitos: Estudios de ADE, Finanzas o económicas, valorando el máster en mercados financieros en bolsa y mercados. Conocimientos del sector Valorable experiencia mínima de 3 años como trading  Se requiere un nivel de inglés alto.",Lérida y alrededores,HIRING. Executive Search,,Jornada completa,,,2021-05-15 08:25:30,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/flutter-developer-%E2%80%93-remote-full-time-at-toptal-2551076025,"Toptal is building the greatest talent network in the world and you can be part of it!Apply now and join a global community of experts like you!By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies.Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career.Requirements English language proficiency 3+ years of professional experience Project management skills A keen attention to detail Experience with system architecture or leading a software team is a strong advantage Full-time availability is a strong advantageIf you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form.Join our community and have the work/life you have always dreamed of!","Alicante/Alacant, Comunidad Valenciana / Comunitat Valenciana, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:59:23,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/net-engineer-at-tekenable-ltd-2551036337,"https://lnkd.in/eU5Wgxc¡Tenemos una nueva vacante de Ingeniero .NET para nuestra sede de Alicante! Si vives en la zona o te apetece mudarte, ponte en contacto conmigo; o aún mejor, rellena el formulario de la web.#job #joboffer #trabajar #trabajo #openposition #opencareers","Alicante, Comunidad Valenciana / Comunitat Valenciana, España",TEKenable Ltd,,Jornada completa,,,2021-05-15 08:20:38,2021-05-15 09:00:00
linkedin,https://es.linkedin.com/jobs/view/flutter-developer-%E2%80%93-remote-full-time-at-toptal-2551069830,"Toptal is building the greatest talent network in the world and you can be part of it!Apply now and join a global community of experts like you!By joining the Toptal network, you’ll access top clients, share peer-to-peer knowledge inside our online community, showcase and develop your skills and interests through technical training programs, and expand your network globally. As part of the Toptal network, jobs will come to you and you’ll benefit from a fully-remote lifestyle and a steady stream of work with leading global companies.Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process guarantees you’ll be provided with top clients without additional overhead, as well as assistance in maximizing the potential of your full-time freelance career.Requirements English language proficiency 3+ years of professional experience Project management skills A keen attention to detail Experience with system architecture or leading a software team is a strong advantage Full-time availability is a strong advantageIf you’re interested in joining the world’s greatest talent network and accelerating your career, take the next step by clicking apply and filling out the short form.Join our community and have the work/life you have always dreamed of!","Málaga, Andalucía, España",Toptal,Intermedio,Contrato por obra,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-15 08:58:30,2021-05-15 09:00:00
